,Name,Grade,Moves,Holdsets,Id,holds,number_of_holds,lengths_of_moves
10,SNAKE AND EAGLE,8A,"[{'Id': 1861589, 'Description': 'D6', 'IsStart': True, 'IsEnd': False}, {'Id': 1861590, 'Description': 'H15', 'IsStart': False, 'IsEnd': False}, {'Id': 1861591, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}, {'Id': 1861592, 'Description': 'C12', 'IsStart': False, 'IsEnd': False}, {'Id': 1861593, 'Description': 'F8', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",335177,"['D6', 'H15', 'H18', 'C12', 'F8']",5,"{'D6toD6': 0.0, 'D6toH15': 9.848857801796104, 'D6toH18': 12.649110640673518, 'D6toC12': 6.082762530298219, 'D6toF8': 2.8284271247461903, 'H15toD6': 9.848857801796104, 'H15toH15': 0.0, 'H15toH18': 3.0, 'H15toC12': 5.830951894845301, 'H15toF8': 7.280109889280518, 'H18toD6': 12.649110640673518, 'H18toH15': 3.0, 'H18toH18': 0.0, 'H18toC12': 7.810249675906654, 'H18toF8': 10.198039027185569, 'C12toD6': 6.082762530298219, 'C12toH15': 5.830951894845301, 'C12toH18': 7.810249675906654, 'C12toC12': 0.0, 'C12toF8': 5.0, 'F8toD6': 2.8284271247461903, 'F8toH15': 7.280109889280518, 'F8toH18': 10.198039027185569, 'F8toC12': 5.0, 'F8toF8': 0.0}"
11,THE PROJ,8A,"[{'Id': 1842497, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1842498, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}, {'Id': 1842499, 'Description': 'D13', 'IsStart': False, 'IsEnd': False}, {'Id': 1842500, 'Description': 'D3', 'IsStart': True, 'IsEnd': False}, {'Id': 1842501, 'Description': 'F8', 'IsStart': False, 'IsEnd': False}, {'Id': 1842502, 'Description': 'I8', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",30612,"['B4', 'C18', 'D13', 'D3', 'F8', 'I8']",6,"{'B4toB4': 0.0, 'B4toC18': 14.035668847618199, 'B4toD13': 9.219544457292887, 'B4toD3': 2.23606797749979, 'B4toF8': 5.656854249492381, 'B4toI8': 8.06225774829855, 'C18toB4': 14.035668847618199, 'C18toC18': 0.0, 'C18toD13': 5.0990195135927845, 'C18toD3': 15.033296378372908, 'C18toF8': 10.44030650891055, 'C18toI8': 11.661903789690601, 'D13toB4': 9.219544457292887, 'D13toC18': 5.0990195135927845, 'D13toD13': 0.0, 'D13toD3': 10.0, 'D13toF8': 5.385164807134504, 'D13toI8': 7.0710678118654755, 'D3toB4': 2.23606797749979, 'D3toC18': 15.033296378372908, 'D3toD13': 10.0, 'D3toD3': 0.0, 'D3toF8': 5.385164807134504, 'D3toI8': 7.0710678118654755, 'F8toB4': 5.656854249492381, 'F8toC18': 10.44030650891055, 'F8toD13': 5.385164807134504, 'F8toD3': 5.385164807134504, 'F8toF8': 0.0, 'F8toI8': 3.0, 'I8toB4': 8.06225774829855, 'I8toC18': 11.661903789690601, 'I8toD13': 7.0710678118654755, 'I8toD3': 7.0710678118654755, 'I8toF8': 3.0, 'I8toI8': 0.0}"
12,THIS IS PROB HARDER 8A,8A,"[{'Id': 1857950, 'Description': 'C12', 'IsStart': False, 'IsEnd': False}, {'Id': 1857951, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1857952, 'Description': 'H8', 'IsStart': False, 'IsEnd': False}, {'Id': 1857953, 'Description': 'I14', 'IsStart': False, 'IsEnd': False}, {'Id': 1857954, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",150763,"['C12', 'D18', 'H8', 'I14', 'J5']",5,"{'C12toC12': 0.0, 'C12toD18': 6.082762530298219, 'C12toH8': 6.4031242374328485, 'C12toI14': 6.324555320336759, 'C12toJ5': 9.899494936611665, 'D18toC12': 6.082762530298219, 'D18toD18': 0.0, 'D18toH8': 10.770329614269007, 'D18toI14': 6.4031242374328485, 'D18toJ5': 14.317821063276353, 'H8toC12': 6.4031242374328485, 'H8toD18': 10.770329614269007, 'H8toH8': 0.0, 'H8toI14': 6.082762530298219, 'H8toJ5': 3.605551275463989, 'I14toC12': 6.324555320336759, 'I14toD18': 6.4031242374328485, 'I14toH8': 6.082762530298219, 'I14toI14': 0.0, 'I14toJ5': 9.055385138137417, 'J5toC12': 9.899494936611665, 'J5toD18': 14.317821063276353, 'J5toH8': 3.605551275463989, 'J5toI14': 9.055385138137417, 'J5toJ5': 0.0}"
13,URALMASH,8A,"[{'Id': 1578520, 'Description': 'K6', 'IsStart': True, 'IsEnd': False}, {'Id': 1578521, 'Description': 'I8', 'IsStart': False, 'IsEnd': False}, {'Id': 1578522, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1578523, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1578524, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",190466,"['K6', 'I8', 'D10', 'D15', 'A18']",5,"{'K6toK6': 0.0, 'K6toI8': 2.8284271247461903, 'K6toD10': 8.06225774829855, 'K6toD15': 11.40175425099138, 'K6toA18': 15.620499351813308, 'I8toK6': 2.8284271247461903, 'I8toI8': 0.0, 'I8toD10': 5.385164807134504, 'I8toD15': 8.602325267042627, 'I8toA18': 12.806248474865697, 'D10toK6': 8.06225774829855, 'D10toI8': 5.385164807134504, 'D10toD10': 0.0, 'D10toD15': 5.0, 'D10toA18': 8.54400374531753, 'D15toK6': 11.40175425099138, 'D15toI8': 8.602325267042627, 'D15toD10': 5.0, 'D15toD15': 0.0, 'D15toA18': 4.242640687119285, 'A18toK6': 15.620499351813308, 'A18toI8': 12.806248474865697, 'A18toD10': 8.54400374531753, 'A18toD15': 4.242640687119285, 'A18toA18': 0.0}"
14,ACTION DIRECTE,7C+,"[{'Id': 1621967, 'Description': 'A15', 'IsStart': False, 'IsEnd': False}, {'Id': 1621968, 'Description': 'E13', 'IsStart': False, 'IsEnd': False}, {'Id': 1621969, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1621970, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1621971, 'Description': 'I4', 'IsStart': True, 'IsEnd': False}, {'Id': 1621972, 'Description': 'I6', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",44178,"['A15', 'E13', 'E18', 'F10', 'I4', 'I6']",6,"{'A15toA15': 0.0, 'A15toE13': 4.47213595499958, 'A15toE18': 5.0, 'A15toF10': 7.0710678118654755, 'A15toI4': 13.601470508735444, 'A15toI6': 12.041594578792296, 'E13toA15': 4.47213595499958, 'E13toE13': 0.0, 'E13toE18': 5.0, 'E13toF10': 3.1622776601683795, 'E13toI4': 9.848857801796104, 'E13toI6': 8.06225774829855, 'E18toA15': 5.0, 'E18toE13': 5.0, 'E18toE18': 0.0, 'E18toF10': 8.06225774829855, 'E18toI4': 14.560219778561036, 'E18toI6': 12.649110640673518, 'F10toA15': 7.0710678118654755, 'F10toE13': 3.1622776601683795, 'F10toE18': 8.06225774829855, 'F10toF10': 0.0, 'F10toI4': 6.708203932499369, 'F10toI6': 5.0, 'I4toA15': 13.601470508735444, 'I4toE13': 9.848857801796104, 'I4toE18': 14.560219778561036, 'I4toF10': 6.708203932499369, 'I4toI4': 0.0, 'I4toI6': 2.0, 'I6toA15': 12.041594578792296, 'I6toE13': 8.06225774829855, 'I6toE18': 12.649110640673518, 'I6toF10': 5.0, 'I6toI4': 2.0, 'I6toI6': 0.0}"
15,BACCATESTABANANA,7C+,"[{'Id': 1855516, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1855517, 'Description': 'C14', 'IsStart': False, 'IsEnd': False}, {'Id': 1855518, 'Description': 'E7', 'IsStart': False, 'IsEnd': False}, {'Id': 1855519, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}, {'Id': 1855520, 'Description': 'H11', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",44578,"['A5', 'C14', 'E7', 'G18', 'H11']",5,"{'A5toA5': 0.0, 'A5toC14': 9.219544457292887, 'A5toE7': 4.47213595499958, 'A5toG18': 14.317821063276353, 'A5toH11': 9.219544457292887, 'C14toA5': 9.219544457292887, 'C14toC14': 0.0, 'C14toE7': 7.280109889280518, 'C14toG18': 5.656854249492381, 'C14toH11': 5.830951894845301, 'E7toA5': 4.47213595499958, 'E7toC14': 7.280109889280518, 'E7toE7': 0.0, 'E7toG18': 11.180339887498949, 'E7toH11': 5.0, 'G18toA5': 14.317821063276353, 'G18toC14': 5.656854249492381, 'G18toE7': 11.180339887498949, 'G18toG18': 0.0, 'G18toH11': 7.0710678118654755, 'H11toA5': 9.219544457292887, 'H11toC14': 5.830951894845301, 'H11toE7': 5.0, 'H11toG18': 7.0710678118654755, 'H11toH11': 0.0}"
16,BAD MOONBOARD RISING,7C+,"[{'Id': 1855510, 'Description': 'B12', 'IsStart': False, 'IsEnd': False}, {'Id': 1855511, 'Description': 'D8', 'IsStart': False, 'IsEnd': False}, {'Id': 1855512, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1855513, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1855514, 'Description': 'I15', 'IsStart': False, 'IsEnd': False}, {'Id': 1855515, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",281994,"['B12', 'D8', 'F5', 'H12', 'I15', 'K18']",6,"{'B12toB12': 0.0, 'B12toD8': 4.47213595499958, 'B12toF5': 8.06225774829855, 'B12toH12': 6.0, 'B12toI15': 7.615773105863909, 'B12toK18': 10.816653826391969, 'D8toB12': 4.47213595499958, 'D8toD8': 0.0, 'D8toF5': 3.605551275463989, 'D8toH12': 5.656854249492381, 'D8toI15': 8.602325267042627, 'D8toK18': 12.206555615733702, 'F5toB12': 8.06225774829855, 'F5toD8': 3.605551275463989, 'F5toF5': 0.0, 'F5toH12': 7.280109889280518, 'F5toI15': 10.44030650891055, 'F5toK18': 13.92838827718412, 'H12toB12': 6.0, 'H12toD8': 5.656854249492381, 'H12toF5': 7.280109889280518, 'H12toH12': 0.0, 'H12toI15': 3.1622776601683795, 'H12toK18': 6.708203932499369, 'I15toB12': 7.615773105863909, 'I15toD8': 8.602325267042627, 'I15toF5': 10.44030650891055, 'I15toH12': 3.1622776601683795, 'I15toI15': 0.0, 'I15toK18': 3.605551275463989, 'K18toB12': 10.816653826391969, 'K18toD8': 12.206555615733702, 'K18toF5': 13.92838827718412, 'K18toH12': 6.708203932499369, 'K18toI15': 3.605551275463989, 'K18toK18': 0.0}"
17,BICEPS,7C+,"[{'Id': 1545381, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1545382, 'Description': 'F7', 'IsStart': False, 'IsEnd': False}, {'Id': 1545383, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1545384, 'Description': 'A12', 'IsStart': False, 'IsEnd': False}, {'Id': 1545385, 'Description': 'D17', 'IsStart': False, 'IsEnd': False}, {'Id': 1545386, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",91747,"['G2', 'F7', 'F10', 'A12', 'D17', 'G18']",6,"{'G2toG2': 0.0, 'G2toF7': 5.0990195135927845, 'G2toF10': 8.06225774829855, 'G2toA12': 11.661903789690601, 'G2toD17': 15.297058540778355, 'G2toG18': 16.0, 'F7toG2': 5.0990195135927845, 'F7toF7': 0.0, 'F7toF10': 3.0, 'F7toA12': 7.0710678118654755, 'F7toD17': 10.198039027185569, 'F7toG18': 11.045361017187261, 'F10toG2': 8.06225774829855, 'F10toF7': 3.0, 'F10toF10': 0.0, 'F10toA12': 5.385164807134504, 'F10toD17': 7.280109889280518, 'F10toG18': 8.06225774829855, 'A12toG2': 11.661903789690601, 'A12toF7': 7.0710678118654755, 'A12toF10': 5.385164807134504, 'A12toA12': 0.0, 'A12toD17': 5.830951894845301, 'A12toG18': 8.48528137423857, 'D17toG2': 15.297058540778355, 'D17toF7': 10.198039027185569, 'D17toF10': 7.280109889280518, 'D17toA12': 5.830951894845301, 'D17toD17': 0.0, 'D17toG18': 3.1622776601683795, 'G18toG2': 16.0, 'G18toF7': 11.045361017187261, 'G18toF10': 8.06225774829855, 'G18toA12': 8.48528137423857, 'G18toD17': 3.1622776601683795, 'G18toG18': 0.0}"
18,BIG CROSS,7C+,"[{'Id': 1555925, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1555926, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1555927, 'Description': 'F12', 'IsStart': False, 'IsEnd': False}, {'Id': 1555928, 'Description': 'K12', 'IsStart': False, 'IsEnd': False}, {'Id': 1555929, 'Description': 'I15', 'IsStart': False, 'IsEnd': False}, {'Id': 1555930, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",126612,"['A5', 'D10', 'F12', 'K12', 'I15', 'H18']",6,"{'A5toA5': 0.0, 'A5toD10': 5.830951894845301, 'A5toF12': 8.602325267042627, 'A5toK12': 12.206555615733702, 'A5toI15': 12.806248474865697, 'A5toH18': 14.7648230602334, 'D10toA5': 5.830951894845301, 'D10toD10': 0.0, 'D10toF12': 2.8284271247461903, 'D10toK12': 7.280109889280518, 'D10toI15': 7.0710678118654755, 'D10toH18': 8.94427190999916, 'F12toA5': 8.602325267042627, 'F12toD10': 2.8284271247461903, 'F12toF12': 0.0, 'F12toK12': 5.0, 'F12toI15': 4.242640687119285, 'F12toH18': 6.324555320336759, 'K12toA5': 12.206555615733702, 'K12toD10': 7.280109889280518, 'K12toF12': 5.0, 'K12toK12': 0.0, 'K12toI15': 3.605551275463989, 'K12toH18': 6.708203932499369, 'I15toA5': 12.806248474865697, 'I15toD10': 7.0710678118654755, 'I15toF12': 4.242640687119285, 'I15toK12': 3.605551275463989, 'I15toI15': 0.0, 'I15toH18': 3.1622776601683795, 'H18toA5': 14.7648230602334, 'H18toD10': 8.94427190999916, 'H18toF12': 6.324555320336759, 'H18toK12': 6.708203932499369, 'H18toI15': 3.1622776601683795, 'H18toH18': 0.0}"
19,BIRD CRIMPS 1,7C+,"[{'Id': 1551206, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1551207, 'Description': 'D8', 'IsStart': False, 'IsEnd': False}, {'Id': 1551208, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1551209, 'Description': 'H14', 'IsStart': False, 'IsEnd': False}, {'Id': 1551210, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",111232,"['B4', 'D8', 'D10', 'H14', 'H18']",5,"{'B4toB4': 0.0, 'B4toD8': 4.47213595499958, 'B4toD10': 6.324555320336759, 'B4toH14': 11.661903789690601, 'B4toH18': 15.231546211727817, 'D8toB4': 4.47213595499958, 'D8toD8': 0.0, 'D8toD10': 2.0, 'D8toH14': 7.211102550927978, 'D8toH18': 10.770329614269007, 'D10toB4': 6.324555320336759, 'D10toD8': 2.0, 'D10toD10': 0.0, 'D10toH14': 5.656854249492381, 'D10toH18': 8.94427190999916, 'H14toB4': 11.661903789690601, 'H14toD8': 7.211102550927978, 'H14toD10': 5.656854249492381, 'H14toH14': 0.0, 'H14toH18': 4.0, 'H18toB4': 15.231546211727817, 'H18toD8': 10.770329614269007, 'H18toD10': 8.94427190999916, 'H18toH14': 4.0, 'H18toH18': 0.0}"
20,BLACK CAT'S,7C+,"[{'Id': 1520122, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1520123, 'Description': 'E9', 'IsStart': False, 'IsEnd': False}, {'Id': 1520124, 'Description': 'D11', 'IsStart': False, 'IsEnd': False}, {'Id': 1520125, 'Description': 'J12', 'IsStart': False, 'IsEnd': False}, {'Id': 1520126, 'Description': 'I15', 'IsStart': False, 'IsEnd': False}, {'Id': 1520127, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",21494,"['C5', 'E9', 'D11', 'J12', 'I15', 'I18']",6,"{'C5toC5': 0.0, 'C5toE9': 4.47213595499958, 'C5toD11': 6.082762530298219, 'C5toJ12': 9.899494936611665, 'C5toI15': 11.661903789690601, 'C5toI18': 14.317821063276353, 'E9toC5': 4.47213595499958, 'E9toE9': 0.0, 'E9toD11': 2.23606797749979, 'E9toJ12': 5.830951894845301, 'E9toI15': 7.211102550927978, 'E9toI18': 9.848857801796104, 'D11toC5': 6.082762530298219, 'D11toE9': 2.23606797749979, 'D11toD11': 0.0, 'D11toJ12': 6.082762530298219, 'D11toI15': 6.4031242374328485, 'D11toI18': 8.602325267042627, 'J12toC5': 9.899494936611665, 'J12toE9': 5.830951894845301, 'J12toD11': 6.082762530298219, 'J12toJ12': 0.0, 'J12toI15': 3.1622776601683795, 'J12toI18': 6.082762530298219, 'I15toC5': 11.661903789690601, 'I15toE9': 7.211102550927978, 'I15toD11': 6.4031242374328485, 'I15toJ12': 3.1622776601683795, 'I15toI15': 0.0, 'I15toI18': 3.0, 'I18toC5': 14.317821063276353, 'I18toE9': 9.848857801796104, 'I18toD11': 8.602325267042627, 'I18toJ12': 6.082762530298219, 'I18toI15': 3.0, 'I18toI18': 0.0}"
21,BOO,7C+,"[{'Id': 1522623, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1522624, 'Description': 'J14', 'IsStart': False, 'IsEnd': False}, {'Id': 1522625, 'Description': 'G17', 'IsStart': False, 'IsEnd': False}, {'Id': 1522626, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1522627, 'Description': 'D7', 'IsStart': False, 'IsEnd': False}, {'Id': 1522628, 'Description': 'I11', 'IsStart': False, 'IsEnd': False}, {'Id': 1522629, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",25904,"['G2', 'J14', 'G17', 'E10', 'D7', 'I11', 'C18']",7,"{'G2toG2': 0.0, 'G2toJ14': 12.36931687685298, 'G2toG17': 15.0, 'G2toE10': 8.246211251235321, 'G2toD7': 5.830951894845301, 'G2toI11': 9.219544457292887, 'G2toC18': 16.492422502470642, 'J14toG2': 12.36931687685298, 'J14toJ14': 0.0, 'J14toG17': 4.242640687119285, 'J14toE10': 6.4031242374328485, 'J14toD7': 9.219544457292887, 'J14toI11': 3.1622776601683795, 'J14toC18': 8.06225774829855, 'G17toG2': 15.0, 'G17toJ14': 4.242640687119285, 'G17toG17': 0.0, 'G17toE10': 7.280109889280518, 'G17toD7': 10.44030650891055, 'G17toI11': 6.324555320336759, 'G17toC18': 4.123105625617661, 'E10toG2': 8.246211251235321, 'E10toJ14': 6.4031242374328485, 'E10toG17': 7.280109889280518, 'E10toE10': 0.0, 'E10toD7': 3.1622776601683795, 'E10toI11': 4.123105625617661, 'E10toC18': 8.246211251235321, 'D7toG2': 5.830951894845301, 'D7toJ14': 9.219544457292887, 'D7toG17': 10.44030650891055, 'D7toE10': 3.1622776601683795, 'D7toD7': 0.0, 'D7toI11': 6.4031242374328485, 'D7toC18': 11.045361017187261, 'I11toG2': 9.219544457292887, 'I11toJ14': 3.1622776601683795, 'I11toG17': 6.324555320336759, 'I11toE10': 4.123105625617661, 'I11toD7': 6.4031242374328485, 'I11toI11': 0.0, 'I11toC18': 9.219544457292887, 'C18toG2': 16.492422502470642, 'C18toJ14': 8.06225774829855, 'C18toG17': 4.123105625617661, 'C18toE10': 8.246211251235321, 'C18toD7': 11.045361017187261, 'C18toI11': 9.219544457292887, 'C18toC18': 0.0}"
22,CHOSSY MOONBOARD,7C+,"[{'Id': 1758502, 'Description': 'D6', 'IsStart': True, 'IsEnd': False}, {'Id': 1758503, 'Description': 'D8', 'IsStart': False, 'IsEnd': False}, {'Id': 1758504, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1758505, 'Description': 'F15', 'IsStart': False, 'IsEnd': False}, {'Id': 1758506, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",322352,"['D6', 'D8', 'D10', 'F15', 'H18']",5,"{'D6toD6': 0.0, 'D6toD8': 2.0, 'D6toD10': 4.0, 'D6toF15': 9.219544457292887, 'D6toH18': 12.649110640673518, 'D8toD6': 2.0, 'D8toD8': 0.0, 'D8toD10': 2.0, 'D8toF15': 7.280109889280518, 'D8toH18': 10.770329614269007, 'D10toD6': 4.0, 'D10toD8': 2.0, 'D10toD10': 0.0, 'D10toF15': 5.385164807134504, 'D10toH18': 8.94427190999916, 'F15toD6': 9.219544457292887, 'F15toD8': 7.280109889280518, 'F15toD10': 5.385164807134504, 'F15toF15': 0.0, 'F15toH18': 3.605551275463989, 'H18toD6': 12.649110640673518, 'H18toD8': 10.770329614269007, 'H18toD10': 8.94427190999916, 'H18toF15': 3.605551275463989, 'H18toH18': 0.0}"
23,FIGHT OR FLIGHT,7C+,"[{'Id': 1621962, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1621963, 'Description': 'B9', 'IsStart': False, 'IsEnd': False}, {'Id': 1621964, 'Description': 'B3', 'IsStart': True, 'IsEnd': False}, {'Id': 1621965, 'Description': 'G14', 'IsStart': False, 'IsEnd': False}, {'Id': 1621966, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",53487,"['A14', 'B9', 'B3', 'G14', 'I18']",5,"{'A14toA14': 0.0, 'A14toB9': 5.0990195135927845, 'A14toB3': 11.045361017187261, 'A14toG14': 6.0, 'A14toI18': 8.94427190999916, 'B9toA14': 5.0990195135927845, 'B9toB9': 0.0, 'B9toB3': 6.0, 'B9toG14': 7.0710678118654755, 'B9toI18': 11.40175425099138, 'B3toA14': 11.045361017187261, 'B3toB9': 6.0, 'B3toB3': 0.0, 'B3toG14': 12.083045973594572, 'B3toI18': 16.55294535724685, 'G14toA14': 6.0, 'G14toB9': 7.0710678118654755, 'G14toB3': 12.083045973594572, 'G14toG14': 0.0, 'G14toI18': 4.47213595499958, 'I18toA14': 8.94427190999916, 'I18toB9': 11.40175425099138, 'I18toB3': 16.55294535724685, 'I18toG14': 4.47213595499958, 'I18toI18': 0.0}"
24,FORCE OF WILL,7C+,"[{'Id': 1545966, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1545967, 'Description': 'D5', 'IsStart': True, 'IsEnd': False}, {'Id': 1545968, 'Description': 'I9', 'IsStart': False, 'IsEnd': False}, {'Id': 1545969, 'Description': 'J14', 'IsStart': False, 'IsEnd': False}, {'Id': 1545970, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1545971, 'Description': 'K5', 'IsStart': False, 'IsEnd': False}, {'Id': 1545972, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",93258,"['B4', 'D5', 'I9', 'J14', 'F10', 'K5', 'K18']",7,"{'B4toB4': 0.0, 'B4toD5': 2.23606797749979, 'B4toI9': 8.602325267042627, 'B4toJ14': 12.806248474865697, 'B4toF10': 7.211102550927978, 'B4toK5': 9.055385138137417, 'B4toK18': 16.64331697709324, 'D5toB4': 2.23606797749979, 'D5toD5': 0.0, 'D5toI9': 6.4031242374328485, 'D5toJ14': 10.816653826391969, 'D5toF10': 5.385164807134504, 'D5toK5': 7.0, 'D5toK18': 14.7648230602334, 'I9toB4': 8.602325267042627, 'I9toD5': 6.4031242374328485, 'I9toI9': 0.0, 'I9toJ14': 5.0990195135927845, 'I9toF10': 3.1622776601683795, 'I9toK5': 4.47213595499958, 'I9toK18': 9.219544457292887, 'J14toB4': 12.806248474865697, 'J14toD5': 10.816653826391969, 'J14toI9': 5.0990195135927845, 'J14toJ14': 0.0, 'J14toF10': 5.656854249492381, 'J14toK5': 9.055385138137417, 'J14toK18': 4.123105625617661, 'F10toB4': 7.211102550927978, 'F10toD5': 5.385164807134504, 'F10toI9': 3.1622776601683795, 'F10toJ14': 5.656854249492381, 'F10toF10': 0.0, 'F10toK5': 7.0710678118654755, 'F10toK18': 9.433981132056603, 'K5toB4': 9.055385138137417, 'K5toD5': 7.0, 'K5toI9': 4.47213595499958, 'K5toJ14': 9.055385138137417, 'K5toF10': 7.0710678118654755, 'K5toK5': 0.0, 'K5toK18': 13.0, 'K18toB4': 16.64331697709324, 'K18toD5': 14.7648230602334, 'K18toI9': 9.219544457292887, 'K18toJ14': 4.123105625617661, 'K18toF10': 9.433981132056603, 'K18toK5': 13.0, 'K18toK18': 0.0}"
